1.1487 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
643.9200 	EXP 	genderResp1: autoDraw = False
643.9200 	EXP 	genderResp2: autoDraw = False
643.9200 	EXP 	continue_box_2: autoDraw = False
643.9200 	EXP 	continue_text_2: autoDraw = False
643.9200 	EXP 	edu_slider: markerPos = None
643.9200 	EXP 	edu_slider: markerPos = None
643.9200 	EXP 	edu_text: autoDraw = True
643.9200 	EXP 	edu_slider: autoDraw = True
643.9509 	DATA 	Mouse:  Left button up, pos=(777,99)
645.2780 	DATA 	Mouse: Left button down, pos=(765,399)
645.2996 	EXP 	edu_slider: markerPos = 4.018750000000001
645.3160 	EXP 	edu_slider: markerPos = 4.018750000000001
645.3325 	EXP 	edu_slider: markerPos = 4.018750000000001
645.3493 	EXP 	edu_slider: markerPos = 4.018750000000001
645.3503 	DATA 	Mouse:  Left button up, pos=(765,399)
645.3664 	EXP 	edu_slider: markerPos = 4.0
645.9155 	DATA 	Keypress: space
646.0089 	EXP 	edu_text: autoDraw = False
646.0089 	EXP 	edu_slider: autoDraw = False
646.0089 	EXP 	q1_slider: markerPos = None
646.0089 	EXP 	q1_slider: markerPos = None
646.0089 	EXP 	q2_slider: markerPos = None
646.0089 	EXP 	q2_slider: markerPos = None
646.0089 	EXP 	q3_slider: markerPos = None
646.0089 	EXP 	q3_slider: markerPos = None
646.0089 	EXP 	q4_slider: markerPos = None
646.0089 	EXP 	q4_slider: markerPos = None
646.0089 	EXP 	q5_slider: markerPos = None
646.0089 	EXP 	q5_slider: markerPos = None
646.0089 	EXP 	questions_text: alignText = 'right'
646.0089 	EXP 	literacy_top: autoDraw = True
646.0089 	EXP 	questions_text: autoDraw = True
646.0089 	EXP 	q1_slider: autoDraw = True
646.0089 	EXP 	q2_slider: autoDraw = True
646.0089 	EXP 	q3_slider: autoDraw = True
646.0089 	EXP 	q4_slider: autoDraw = True
646.0089 	EXP 	q5_slider: autoDraw = True
646.0089 	EXP 	questions_text: height = 0.029999999999999995
646.0089 	EXP 	questions_text: height = 0.029999999999999995
646.0089 	EXP 	questions_text: height = 0.029999999999999995
646.0089 	EXP 	questions_text: text = 'How good are you at working with bar charts?\n\n\n\nHow good are you at working with line plots?\n\n\n\nHow good are you at working with pie charts?\n\n\n\nHow good are you at inferring the size of a bar in a bar chart?\n\n\n\nHow good are you at determining the difference between two bars in a bar chart?'
647.0858 	DATA 	Mouse: Left button down, pos=(1083,737)
647.1066 	EXP 	q1_slider: markerPos = 2.9375
647.1296 	EXP 	q1_slider: markerPos = 2.9375
647.1524 	EXP 	q1_slider: markerPos = 2.9375
647.1743 	EXP 	q1_slider: markerPos = 2.9375
647.1974 	EXP 	q1_slider: markerPos = 2.9375
647.2202 	EXP 	q1_slider: markerPos = 2.9375
647.2419 	EXP 	q1_slider: markerPos = 2.9375
647.2653 	EXP 	q1_slider: markerPos = 2.9375
647.2880 	EXP 	q1_slider: markerPos = 2.9375
647.3114 	EXP 	q1_slider: markerPos = 2.9375
647.3351 	EXP 	q1_slider: markerPos = 2.9375
647.3573 	EXP 	q1_slider: markerPos = 2.9375
647.3819 	EXP 	q1_slider: markerPos = 2.9375
647.3819 	EXP 	q2_slider: markerPos = 2.9375
647.4053 	EXP 	q1_slider: markerPos = 2.9375
647.4053 	EXP 	q2_slider: markerPos = 2.9375
647.4304 	EXP 	q1_slider: markerPos = 2.9375
647.4304 	EXP 	q2_slider: markerPos = 2.9375
647.4552 	EXP 	q1_slider: markerPos = 2.9375
647.4552 	EXP 	q2_slider: markerPos = 2.9375
647.4801 	EXP 	q1_slider: markerPos = 2.9375
647.4801 	EXP 	q2_slider: markerPos = 2.9375
647.5051 	EXP 	q1_slider: markerPos = 2.9375
647.5051 	EXP 	q2_slider: markerPos = 2.9375
647.5314 	EXP 	q1_slider: markerPos = 2.9280303030303028
647.5314 	EXP 	q2_slider: markerPos = 2.9280303030303028
647.5314 	EXP 	q3_slider: markerPos = 2.9090909090909087
647.5565 	EXP 	q1_slider: markerPos = 2.9090909090909087
647.5565 	EXP 	q2_slider: markerPos = 2.880681818181818
647.5565 	EXP 	q3_slider: markerPos = 2.880681818181818
647.5824 	EXP 	q1_slider: markerPos = 2.8522727272727266
647.5824 	EXP 	q2_slider: markerPos = 2.8522727272727266
647.5824 	EXP 	q3_slider: markerPos = 2.8238636363636362
647.6073 	EXP 	q1_slider: markerPos = 2.795454545454545
647.6073 	EXP 	q2_slider: markerPos = 2.795454545454545
647.6073 	EXP 	q3_slider: markerPos = 2.795454545454545
647.6334 	EXP 	q1_slider: markerPos = 2.7765151515151514
647.6334 	EXP 	q2_slider: markerPos = 2.7765151515151514
647.6334 	EXP 	q3_slider: markerPos = 2.7575757575757573
647.6582 	EXP 	q1_slider: markerPos = 2.7481060606060606
647.6582 	EXP 	q2_slider: markerPos = 2.7481060606060606
647.6582 	EXP 	q3_slider: markerPos = 2.7481060606060606
647.6844 	EXP 	q1_slider: markerPos = 2.7386363636363633
647.6844 	EXP 	q2_slider: markerPos = 2.7386363636363633
647.6844 	EXP 	q3_slider: markerPos = 2.7386363636363633
647.7097 	EXP 	q1_slider: markerPos = 2.729166666666666
647.7097 	EXP 	q2_slider: markerPos = 2.729166666666666
647.7097 	EXP 	q3_slider: markerPos = 2.729166666666666
647.7097 	EXP 	q4_slider: markerPos = 2.729166666666666
647.7364 	EXP 	q1_slider: markerPos = 2.729166666666666
647.7364 	EXP 	q2_slider: markerPos = 2.729166666666666
647.7364 	EXP 	q3_slider: markerPos = 2.7196969696969693
647.7364 	EXP 	q4_slider: markerPos = 2.7196969696969693
647.7635 	EXP 	q1_slider: markerPos = 2.7102272727272725
647.7635 	EXP 	q2_slider: markerPos = 2.7102272727272725
647.7635 	EXP 	q3_slider: markerPos = 2.7102272727272725
647.7635 	EXP 	q4_slider: markerPos = 2.7102272727272725
647.7910 	EXP 	q1_slider: markerPos = 2.7102272727272725
647.7910 	EXP 	q2_slider: markerPos = 2.7007575757575752
647.7910 	EXP 	q3_slider: markerPos = 2.7007575757575752
647.7910 	EXP 	q4_slider: markerPos = 2.7007575757575752
647.8184 	EXP 	q1_slider: markerPos = 2.7007575757575752
647.8184 	EXP 	q2_slider: markerPos = 2.7007575757575752
647.8184 	EXP 	q3_slider: markerPos = 2.7007575757575752
647.8184 	EXP 	q4_slider: markerPos = 2.7007575757575752
647.8460 	EXP 	q1_slider: markerPos = 2.7007575757575752
647.8460 	EXP 	q2_slider: markerPos = 2.7007575757575752
647.8460 	EXP 	q3_slider: markerPos = 2.7007575757575752
647.8460 	EXP 	q4_slider: markerPos = 2.7007575757575752
647.8732 	EXP 	q1_slider: markerPos = 2.7007575757575752
647.8732 	EXP 	q2_slider: markerPos = 2.7007575757575752
647.8732 	EXP 	q3_slider: markerPos = 2.7007575757575752
647.8732 	EXP 	q4_slider: markerPos = 2.7007575757575752
647.9002 	EXP 	q1_slider: markerPos = 2.7196969696969693
647.9002 	EXP 	q2_slider: markerPos = 2.7196969696969693
647.9002 	EXP 	q3_slider: markerPos = 2.729166666666666
647.9002 	EXP 	q4_slider: markerPos = 2.729166666666666
647.9281 	EXP 	q1_slider: markerPos = 2.7386363636363633
647.9281 	EXP 	q2_slider: markerPos = 2.7386363636363633
647.9281 	EXP 	q3_slider: markerPos = 2.7386363636363633
647.9281 	EXP 	q4_slider: markerPos = 2.7386363636363633
647.9561 	EXP 	q1_slider: markerPos = 2.7481060606060606
647.9561 	EXP 	q2_slider: markerPos = 2.7481060606060606
647.9561 	EXP 	q3_slider: markerPos = 2.7481060606060606
647.9561 	EXP 	q4_slider: markerPos = 2.7481060606060606
647.9832 	EXP 	q1_slider: markerPos = 2.7481060606060606
647.9832 	EXP 	q2_slider: markerPos = 2.7481060606060606
647.9832 	EXP 	q3_slider: markerPos = 2.7481060606060606
647.9832 	EXP 	q4_slider: markerPos = 2.7481060606060606
648.0074 	EXP 	q1_slider: markerPos = 2.7481060606060606
648.0074 	EXP 	q2_slider: markerPos = 2.7481060606060606
648.0074 	EXP 	q3_slider: markerPos = 2.7481060606060606
648.0074 	EXP 	q4_slider: markerPos = 2.7481060606060606
648.0332 	EXP 	q1_slider: markerPos = 2.7575757575757573
648.0332 	EXP 	q2_slider: markerPos = 2.7575757575757573
648.0332 	EXP 	q3_slider: markerPos = 2.7575757575757573
648.0332 	EXP 	q4_slider: markerPos = 2.7575757575757573
648.0580 	EXP 	q1_slider: markerPos = 2.7575757575757573
648.0580 	EXP 	q2_slider: markerPos = 2.7575757575757573
648.0580 	EXP 	q3_slider: markerPos = 2.7575757575757573
648.0580 	EXP 	q4_slider: markerPos = 2.7575757575757573
648.0845 	EXP 	q1_slider: markerPos = 2.7575757575757573
648.0845 	EXP 	q2_slider: markerPos = 2.7575757575757573
648.0845 	EXP 	q3_slider: markerPos = 2.7575757575757573
648.0845 	EXP 	q4_slider: markerPos = 2.7575757575757573
648.1115 	EXP 	q1_slider: markerPos = 2.7575757575757573
648.1115 	EXP 	q2_slider: markerPos = 2.7575757575757573
648.1115 	EXP 	q3_slider: markerPos = 2.7575757575757573
648.1115 	EXP 	q4_slider: markerPos = 2.7575757575757573
648.1383 	EXP 	q1_slider: markerPos = 2.7575757575757573
648.1383 	EXP 	q2_slider: markerPos = 2.7575757575757573
648.1383 	EXP 	q3_slider: markerPos = 2.7575757575757573
648.1383 	EXP 	q4_slider: markerPos = 2.7575757575757573
648.1652 	EXP 	q1_slider: markerPos = 2.7575757575757573
648.1652 	EXP 	q2_slider: markerPos = 2.7575757575757573
648.1652 	EXP 	q3_slider: markerPos = 2.7575757575757573
648.1652 	EXP 	q4_slider: markerPos = 2.7575757575757573
648.1842 	DATA 	Mouse:  Left button up, pos=(1064,113)
648.1905 	EXP 	q1_slider: markerPos = 2.7575757575757573
648.1905 	EXP 	q2_slider: markerPos = 2.7575757575757573
648.1905 	EXP 	q3_slider: markerPos = 2.7575757575757573
648.1905 	EXP 	q4_slider: markerPos = 2.7575757575757573
648.2161 	EXP 	q1_slider: markerPos = 3.0
648.2161 	EXP 	q2_slider: markerPos = 3.0
648.2161 	EXP 	q3_slider: markerPos = 3.0
648.2161 	EXP 	q4_slider: markerPos = 3.0
648.2857 	DATA 	Mouse: Left button down, pos=(1064,113)
648.5877 	DATA 	Mouse:  Left button up, pos=(1064,125)
648.9016 	DATA 	Mouse: Left button down, pos=(1093,162)
648.9236 	EXP 	q5_slider: markerPos = 3.0321969696969693
648.9489 	EXP 	q5_slider: markerPos = 3.0321969696969693
648.9724 	EXP 	q5_slider: markerPos = 3.0321969696969693
648.9975 	EXP 	q5_slider: markerPos = 3.0321969696969693
649.0028 	DATA 	Mouse:  Left button up, pos=(1093,162)
649.0215 	EXP 	q5_slider: markerPos = 3.0
649.3269 	DATA 	Keypress: space
649.3482 	EXP 	Imported wenqi_instructions.csv as conditions, 8 conditions, 5 params
649.3484 	EXP 	Created sequence: sequential, trialTypes=8, nReps=1, seed=None
649.3487 	EXP 	New trial (rep=0, index=0): OrderedDict([('slide_text', 'Slide 1 of 8'), ('instruction', 'This experiment is about using information to make decisions. Each trial will look similar to this:'), ('triangle_pos', 10.0), ('arrow_posy', 10.0), ('arrow_posx', 10.0)])
649.3711 	EXP 	literacy_top: autoDraw = False
649.3711 	EXP 	questions_text: autoDraw = False
649.3711 	EXP 	q1_slider: autoDraw = False
649.3711 	EXP 	q2_slider: autoDraw = False
649.3711 	EXP 	q3_slider: autoDraw = False
649.3711 	EXP 	q4_slider: autoDraw = False
649.3711 	EXP 	q5_slider: autoDraw = False
649.3711 	EXP 	slide_number: height = 0.025
649.3711 	EXP 	slide_number: height = 0.025
649.3711 	EXP 	slide_number: height = 0.025
649.3711 	EXP 	slide_number: text = 'Slide 1 of 8'
649.3711 	EXP 	instruction_text: height = 0.04
649.3711 	EXP 	instruction_text: height = 0.04
649.3711 	EXP 	instruction_text: height = 0.04
649.3711 	EXP 	instruction_text: text = 'This experiment is about using information to make decisions. Each trial will look similar to this:'
649.3711 	EXP 	slide_number: autoDraw = True
649.3711 	EXP 	instruction_text: autoDraw = True
649.3711 	EXP 	spacebar_3: autoDraw = True
649.3711 	EXP 	instruction_image: autoDraw = True
649.3711 	EXP 	EXsentence1: autoDraw = True
649.3711 	EXP 	question_text_2: autoDraw = True
649.3711 	EXP 	slider_image: autoDraw = True
649.3711 	EXP 	triangle: autoDraw = True
649.3711 	EXP 	arrow: autoDraw = True
650.6187 	DATA 	Keypress: space
650.7696 	DATA 	Keypress: space
650.9851 	DATA 	Keypress: space
651.1339 	DATA 	Keypress: space
651.3031 	DATA 	Keypress: space
651.4523 	DATA 	Keypress: space
651.4663 	EXP 	New trial (rep=0, index=1): OrderedDict([('slide_text', 'Slide 2 of 8'), ('instruction', 'First, you should read the text above the image.'), ('triangle_pos', 10.0), ('arrow_posy', 0.15), ('arrow_posx', -0.55)])
651.4826 	EXP 	slide_number: autoDraw = False
651.4826 	EXP 	instruction_text: autoDraw = False
651.4826 	EXP 	spacebar_3: autoDraw = False
651.4826 	EXP 	instruction_image: autoDraw = False
651.4826 	EXP 	EXsentence1: autoDraw = False
651.4826 	EXP 	question_text_2: autoDraw = False
651.4826 	EXP 	slider_image: autoDraw = False
651.4826 	EXP 	triangle: autoDraw = False
651.4826 	EXP 	arrow: autoDraw = False
651.4826 	EXP 	slide_number: height = 0.025
651.4826 	EXP 	slide_number: height = 0.025
651.4826 	EXP 	slide_number: height = 0.025
651.4826 	EXP 	slide_number: text = 'Slide 2 of 8'
651.4826 	EXP 	instruction_text: height = 0.04
651.4826 	EXP 	instruction_text: height = 0.04
651.4826 	EXP 	instruction_text: height = 0.04
651.4826 	EXP 	instruction_text: text = 'First, you should read the text above the image.'
651.4826 	EXP 	slide_number: autoDraw = True
651.4826 	EXP 	instruction_text: autoDraw = True
651.4826 	EXP 	spacebar_3: autoDraw = True
651.4826 	EXP 	instruction_image: autoDraw = True
651.4826 	EXP 	EXsentence1: autoDraw = True
651.4826 	EXP 	question_text_2: autoDraw = True
651.4826 	EXP 	slider_image: autoDraw = True
651.4826 	EXP 	triangle: autoDraw = True
651.4826 	EXP 	arrow: autoDraw = True
651.6363 	DATA 	Keypress: space
651.8192 	DATA 	Keypress: space
651.9691 	DATA 	Keypress: space
652.1696 	DATA 	Keypress: space
652.3187 	DATA 	Keypress: space
652.4867 	DATA 	Keypress: space
652.6533 	DATA 	Keypress: space
652.8367 	DATA 	Keypress: space
655.2992 	EXP 	New trial (rep=0, index=2): OrderedDict([('slide_text', 'Slide 3 of 8'), ('instruction', 'Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.'), ('triangle_pos', 10.0), ('arrow_posy', -0.075), ('arrow_posx', -0.24)])
655.3162 	DATA 	Keypress: space
655.3206 	EXP 	slide_number: autoDraw = False
655.3206 	EXP 	instruction_text: autoDraw = False
655.3206 	EXP 	spacebar_3: autoDraw = False
655.3206 	EXP 	instruction_image: autoDraw = False
655.3206 	EXP 	EXsentence1: autoDraw = False
655.3206 	EXP 	question_text_2: autoDraw = False
655.3206 	EXP 	slider_image: autoDraw = False
655.3206 	EXP 	triangle: autoDraw = False
655.3206 	EXP 	arrow: autoDraw = False
655.3206 	EXP 	slide_number: height = 0.025
655.3206 	EXP 	slide_number: height = 0.025
655.3206 	EXP 	slide_number: height = 0.025
655.3206 	EXP 	slide_number: text = 'Slide 3 of 8'
655.3206 	EXP 	instruction_text: height = 0.04
655.3206 	EXP 	instruction_text: height = 0.04
655.3206 	EXP 	instruction_text: height = 0.04
655.3206 	EXP 	instruction_text: text = 'Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.'
655.3206 	EXP 	slide_number: autoDraw = True
655.3206 	EXP 	instruction_text: autoDraw = True
655.3206 	EXP 	spacebar_3: autoDraw = True
655.3206 	EXP 	instruction_image: autoDraw = True
655.3206 	EXP 	EXsentence1: autoDraw = True
655.3206 	EXP 	question_text_2: autoDraw = True
655.3206 	EXP 	slider_image: autoDraw = True
655.3206 	EXP 	triangle: autoDraw = True
655.3206 	EXP 	arrow: autoDraw = True
671.4189 	DATA 	Keypress: space
671.4311 	EXP 	New trial (rep=0, index=3): OrderedDict([('slide_text', 'Slide 4 of 8'), ('instruction', 'Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.)'), ('triangle_pos', 10.0), ('arrow_posy', -0.075), ('arrow_posx', -0.24)])
671.4476 	EXP 	slide_number: autoDraw = False
671.4476 	EXP 	instruction_text: autoDraw = False
671.4476 	EXP 	spacebar_3: autoDraw = False
671.4476 	EXP 	instruction_image: autoDraw = False
671.4476 	EXP 	EXsentence1: autoDraw = False
671.4476 	EXP 	question_text_2: autoDraw = False
671.4476 	EXP 	slider_image: autoDraw = False
671.4476 	EXP 	triangle: autoDraw = False
671.4476 	EXP 	arrow: autoDraw = False
671.4476 	EXP 	slide_number: height = 0.025
671.4476 	EXP 	slide_number: height = 0.025
671.4476 	EXP 	slide_number: height = 0.025
671.4476 	EXP 	slide_number: text = 'Slide 4 of 8'
671.4476 	EXP 	instruction_text: height = 0.04
671.4476 	EXP 	instruction_text: height = 0.04
671.4476 	EXP 	instruction_text: height = 0.04
671.4476 	EXP 	instruction_text: text = 'Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.)'
671.4476 	EXP 	slide_number: autoDraw = True
671.4476 	EXP 	instruction_text: autoDraw = True
671.4476 	EXP 	spacebar_3: autoDraw = True
671.4476 	EXP 	instruction_image: autoDraw = True
671.4476 	EXP 	EXsentence1: autoDraw = True
671.4476 	EXP 	question_text_2: autoDraw = True
671.4476 	EXP 	slider_image: autoDraw = True
671.4476 	EXP 	triangle: autoDraw = True
671.4476 	EXP 	arrow: autoDraw = True
692.8815 	EXP 	New trial (rep=0, index=4): OrderedDict([('slide_text', 'Slide 5 of 8'), ('instruction', 'Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.'), ('triangle_pos', 10.0), ('arrow_posy', -0.28), ('arrow_posx', -0.53)])
692.8966 	DATA 	Keypress: space
692.9007 	EXP 	slide_number: autoDraw = False
692.9007 	EXP 	instruction_text: autoDraw = False
692.9007 	EXP 	spacebar_3: autoDraw = False
692.9007 	EXP 	instruction_image: autoDraw = False
692.9007 	EXP 	EXsentence1: autoDraw = False
692.9007 	EXP 	question_text_2: autoDraw = False
692.9007 	EXP 	slider_image: autoDraw = False
692.9007 	EXP 	triangle: autoDraw = False
692.9007 	EXP 	arrow: autoDraw = False
692.9007 	EXP 	slide_number: height = 0.025
692.9007 	EXP 	slide_number: height = 0.025
692.9007 	EXP 	slide_number: height = 0.025
692.9007 	EXP 	slide_number: text = 'Slide 5 of 8'
692.9007 	EXP 	instruction_text: height = 0.04
692.9007 	EXP 	instruction_text: height = 0.04
692.9007 	EXP 	instruction_text: height = 0.04
692.9007 	EXP 	instruction_text: text = 'Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.'
692.9007 	EXP 	slide_number: autoDraw = True
692.9007 	EXP 	instruction_text: autoDraw = True
692.9007 	EXP 	spacebar_3: autoDraw = True
692.9007 	EXP 	instruction_image: autoDraw = True
692.9007 	EXP 	EXsentence1: autoDraw = True
692.9007 	EXP 	question_text_2: autoDraw = True
692.9007 	EXP 	slider_image: autoDraw = True
692.9007 	EXP 	triangle: autoDraw = True
692.9007 	EXP 	arrow: autoDraw = True
694.7019 	DATA 	Keypress: space
698.4698 	DATA 	Keypress: space
698.4814 	EXP 	New trial (rep=0, index=5): OrderedDict([('slide_text', 'Slide 6 of 8'), ('instruction', 'You should move the marker to indicate your response.'), ('triangle_pos', 0.0), ('arrow_posy', -0.36), ('arrow_posx', -0.45)])
698.4970 	EXP 	slide_number: autoDraw = False
698.4970 	EXP 	instruction_text: autoDraw = False
698.4970 	EXP 	spacebar_3: autoDraw = False
698.4970 	EXP 	instruction_image: autoDraw = False
698.4970 	EXP 	EXsentence1: autoDraw = False
698.4970 	EXP 	question_text_2: autoDraw = False
698.4970 	EXP 	slider_image: autoDraw = False
698.4970 	EXP 	triangle: autoDraw = False
698.4970 	EXP 	arrow: autoDraw = False
698.4970 	EXP 	slide_number: height = 0.025
698.4970 	EXP 	slide_number: height = 0.025
698.4970 	EXP 	slide_number: height = 0.025
698.4970 	EXP 	slide_number: text = 'Slide 6 of 8'
698.4970 	EXP 	instruction_text: height = 0.04
698.4970 	EXP 	instruction_text: height = 0.04
698.4970 	EXP 	instruction_text: height = 0.04
698.4970 	EXP 	instruction_text: text = 'You should move the marker to indicate your response.'
698.4970 	EXP 	slide_number: autoDraw = True
698.4970 	EXP 	instruction_text: autoDraw = True
698.4970 	EXP 	spacebar_3: autoDraw = True
698.4970 	EXP 	instruction_image: autoDraw = True
698.4970 	EXP 	EXsentence1: autoDraw = True
698.4970 	EXP 	question_text_2: autoDraw = True
698.4970 	EXP 	slider_image: autoDraw = True
698.4970 	EXP 	triangle: autoDraw = True
698.4970 	EXP 	arrow: autoDraw = True
699.3030 	DATA 	Keypress: space
699.7688 	DATA 	Keypress: space
700.0197 	DATA 	Keypress: space
700.2020 	DATA 	Keypress: space
700.4025 	DATA 	Keypress: space
700.6027 	DATA 	Keypress: space
700.6157 	EXP 	New trial (rep=0, index=6): OrderedDict([('slide_text', 'Slide 7 of 8'), ('instruction', 'You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.'), ('triangle_pos', 0.1), ('arrow_posy', -0.36), ('arrow_posx', -0.45)])
700.6327 	EXP 	slide_number: autoDraw = False
700.6327 	EXP 	instruction_text: autoDraw = False
700.6327 	EXP 	spacebar_3: autoDraw = False
700.6327 	EXP 	instruction_image: autoDraw = False
700.6327 	EXP 	EXsentence1: autoDraw = False
700.6327 	EXP 	question_text_2: autoDraw = False
700.6327 	EXP 	slider_image: autoDraw = False
700.6327 	EXP 	triangle: autoDraw = False
700.6327 	EXP 	arrow: autoDraw = False
700.6327 	EXP 	slide_number: height = 0.025
700.6327 	EXP 	slide_number: height = 0.025
700.6327 	EXP 	slide_number: height = 0.025
700.6327 	EXP 	slide_number: text = 'Slide 7 of 8'
700.6327 	EXP 	instruction_text: height = 0.04
700.6327 	EXP 	instruction_text: height = 0.04
700.6327 	EXP 	instruction_text: height = 0.04
700.6327 	EXP 	instruction_text: text = 'You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.'
700.6327 	EXP 	slide_number: autoDraw = True
700.6327 	EXP 	instruction_text: autoDraw = True
700.6327 	EXP 	spacebar_3: autoDraw = True
700.6327 	EXP 	instruction_image: autoDraw = True
700.6327 	EXP 	EXsentence1: autoDraw = True
700.6327 	EXP 	question_text_2: autoDraw = True
700.6327 	EXP 	slider_image: autoDraw = True
700.6327 	EXP 	triangle: autoDraw = True
700.6327 	EXP 	arrow: autoDraw = True
700.8183 	DATA 	Keypress: space
701.0687 	DATA 	Keypress: space
701.2525 	DATA 	Keypress: space
701.4191 	DATA 	Keypress: space
701.6013 	DATA 	Keypress: space
701.8196 	DATA 	Keypress: space
702.0032 	DATA 	Keypress: space
702.2029 	DATA 	Keypress: space
702.3852 	DATA 	Keypress: space
702.5856 	DATA 	Keypress: space
702.7810 	EXP 	New trial (rep=0, index=7): OrderedDict([('slide_text', 'Slide 8 of 8'), ('instruction', 'Press the spacebar to begin the experiment.'), ('triangle_pos', -0.1), ('arrow_posy', 10.0), ('arrow_posx', 10.0)])
702.7919 	DATA 	Keypress: space
702.7977 	EXP 	slide_number: autoDraw = False
702.7977 	EXP 	instruction_text: autoDraw = False
702.7977 	EXP 	spacebar_3: autoDraw = False
702.7977 	EXP 	instruction_image: autoDraw = False
702.7977 	EXP 	EXsentence1: autoDraw = False
702.7977 	EXP 	question_text_2: autoDraw = False
702.7977 	EXP 	slider_image: autoDraw = False
702.7977 	EXP 	triangle: autoDraw = False
702.7977 	EXP 	arrow: autoDraw = False
702.7977 	EXP 	slide_number: height = 0.025
702.7977 	EXP 	slide_number: height = 0.025
702.7977 	EXP 	slide_number: height = 0.025
702.7977 	EXP 	slide_number: text = 'Slide 8 of 8'
702.7977 	EXP 	instruction_text: height = 0.04
702.7977 	EXP 	instruction_text: height = 0.04
702.7977 	EXP 	instruction_text: height = 0.04
702.7977 	EXP 	instruction_text: text = 'Press the spacebar to begin the experiment.'
702.7977 	EXP 	slide_number: autoDraw = True
702.7977 	EXP 	instruction_text: autoDraw = True
702.7977 	EXP 	spacebar_3: autoDraw = True
702.7977 	EXP 	instruction_image: autoDraw = True
702.7977 	EXP 	EXsentence1: autoDraw = True
702.7977 	EXP 	question_text_2: autoDraw = True
702.7977 	EXP 	slider_image: autoDraw = True
702.7977 	EXP 	triangle: autoDraw = True
702.7977 	EXP 	arrow: autoDraw = True
703.0022 	DATA 	Keypress: space
703.2352 	DATA 	Keypress: space
703.4183 	DATA 	Keypress: space
703.6019 	DATA 	Keypress: space
703.7686 	DATA 	Keypress: space
703.9853 	DATA 	Keypress: space
704.2034 	DATA 	Keypress: space
704.8477 	EXP 	Imported all_trials_list.xlsx as conditions, 80 conditions, 7 params
704.8518 	EXP 	Created sequence: random, trialTypes=80, nReps=1, seed=None
704.8522 	EXP 	New trial (rep=0, index=0): {'item_no': 2, 'sentence': 'This map shows the levels of a certain type of pollution in this country:', 'question': 'How severe do you think the environmental pollution in this pointed region is?', 'correct_option': 'NA', 'granularity': 0, 'file_name': '2cn', 'file_path': 'images/pointed_maps_images/2cn.jpeg'}
704.8799 	DATA 	Keypress: space
704.9141 	EXP 	slide_number: autoDraw = False
704.9141 	EXP 	instruction_text: autoDraw = False
704.9141 	EXP 	spacebar_3: autoDraw = False
704.9141 	EXP 	instruction_image: autoDraw = False
704.9141 	EXP 	EXsentence1: autoDraw = False
704.9141 	EXP 	question_text_2: autoDraw = False
704.9141 	EXP 	slider_image: autoDraw = False
704.9141 	EXP 	triangle: autoDraw = False
704.9141 	EXP 	arrow: autoDraw = False
704.9141 	EXP 	sentence_text: height = 0.029999999999999995
704.9141 	EXP 	sentence_text: height = 0.029999999999999995
704.9141 	EXP 	sentence_text: height = 0.029999999999999995
704.9141 	EXP 	sentence_text: text = 'This map shows the levels of a certain type of pollution in this country:'
704.9141 	EXP 	image: image = 'images/pointed_maps_images/2cn.jpeg'
704.9141 	EXP 	question_text: height = 0.029999999999999995
704.9141 	EXP 	question_text: height = 0.029999999999999995
704.9141 	EXP 	question_text: height = 0.029999999999999995
704.9141 	EXP 	question_text: text = 'How severe do you think the environmental pollution in this pointed region is?'
704.9141 	EXP 	slider: markerPos = None
704.9141 	EXP 	slider: markerPos = None
704.9141 	EXP 	trial_counter_text: height = 0.025
704.9141 	EXP 	trial_counter_text: height = 0.025
704.9141 	EXP 	trial_counter_text: height = 0.025
704.9141 	EXP 	trial_counter_text: text = 'Trial 1 of 80'
704.9141 	EXP 	sentence_text: autoDraw = True
704.9141 	EXP 	image: autoDraw = True
704.9141 	EXP 	question_text: autoDraw = True
704.9141 	EXP 	slider: autoDraw = True
704.9141 	EXP 	trial_counter_text: autoDraw = True
704.9141 	EXP 	spacebar_text: autoDraw = True
705.0175 	DATA 	Keypress: space
705.8196 	DATA 	Mouse: Left button down, pos=(780,173)
705.9031 	DATA 	Mouse:  Left button up, pos=(780,173)
708.0656 	DATA 	Mouse: Left button down, pos=(994,150)
708.0799 	EXP 	slider: markerPos = 1.9708333333333332
708.0968 	EXP 	slider: markerPos = 1.9708333333333332
708.1133 	EXP 	slider: markerPos = 1.9708333333333332
708.1300 	EXP 	slider: markerPos = 1.9708333333333332
